constituency,ac_number,candidate,party,votes,turnout,reserved,region
Gudiyattam,46,A.RAJESH,IND,227,,SC,North
Gudiyattam,46,M.SUMATHI,IND,157,,SC,North
Vaniyambadi,47,SYED FAROOQ BASHA SSB,IUML,73181,,GEN,North
Vaniyambadi,47,SYED BHURHANUDEEN,TVK,70199,,GEN,North
Vaniyambadi,47,SENDHIL KUMAR.G,AIADMK,61055,,GEN,North
Vaniyambadi,47,MURUGESAN.G,NTK,4849,,GEN,North
Vaniyambadi,47,NOTA,NOTA,624,,GEN,North
Vaniyambadi,47,SUBRAMANI.P,Bahujan Samaj Party,609,,GEN,North
Vaniyambadi,47,SUNDARAMMAL,Makkal Arasial Katchi,544,,GEN,North
Vaniyambadi,47,ANBARASU.P,Aanaithinthiya Jananayaka Pathukappu Kazhagam,231,,GEN,North
Vaniyambadi,47,RAJESH.T,IND,213,,GEN,North
Vaniyambadi,47,DEVENDRAN.J,Tamizhaga Vaazhvurimai Katchi,195,,GEN,North
Vaniyambadi,47,MANOJ.S,IND,166,,GEN,North
Vaniyambadi,47,NAVEEN.R,IND,159,,GEN,North
Vaniyambadi,47,SRINIVASAN.A,IND,158,,GEN,North
Vaniyambadi,47,MANJUNATH.K,IND,140,,GEN,North
Vaniyambadi,47,ABDUL WAHID.A,IND,109,,GEN,North
Vaniyambadi,47,SELVARAJ.M,IND,102,,GEN,North
Ambur,48,VILWANATHAN. A.C.,DMK,74102,,GEN,North
Ambur,48,IMTHIYAZ PANDARATTUDU ABDU,TVK,66971,,GEN,North
Ambur,48,VENKATESAN. R,AIADMK,47100,,GEN,North
Ambur,48,AFSHIA NASRIN. S,NTK,4185,,GEN,North
Ambur,48,VISWANATHAN. J,IND,490,,GEN,North
Ambur,48,NOTA,NOTA,468,,GEN,North
Ambur,48,ASADULLAH. B,Indian National League,457,,GEN,North
Ambur,48,WAZEER AHMED. J,Bahujan Samaj Party,384,,GEN,North
Ambur,48,SRINATH,IND,231,,GEN,North
Ambur,48,SASI REKA. Y,Makkal Arasial Katchi,194,,GEN,North
Ambur,48,KUMARAVEL. P,IND,193,,GEN,North
Ambur,48,VENKATESAN. M,IND,182,,GEN,North
Ambur,48,KAREEM BASHA. A,All India Majlis-E-Inquilab-E-Millat,168,,GEN,North
Ambur,48,MUSHTAQ AHMED KUTLAPPAI,IND,151,,GEN,North
Ambur,48,FIRDOSE AHMED. M,IND,130,,GEN,North
Ambur,48,HAROON RASHEED BADU,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,93,,GEN,North
Ambur,48,GOVINDHAN. A,All India Youth Development Party,85,,GEN,North
Jolarpet,49,VEERAMANI K.C.,AIADMK,78633,,GEN,North
Jolarpet,49,MUNISAMY C,TVK,62550,,GEN,North
Jolarpet,49,KAVITHADHANDAPANI,DMK,61977,,GEN,North
Jolarpet,49,SASIREKHA K,NTK,5974,,GEN,North
Jolarpet,49,NOTA,NOTA,695,,GEN,North
Jolarpet,49,PRIYA K,IND,454,,GEN,North
Jolarpet,49,KALASTHIRI S,All India Uzhavargal Uzhaippalargal Katchi,370,,GEN,North
Jolarpet,49,SENTHAMILSELVAN M,Naadaalum Makkal Katchi,363,,GEN,North
Jolarpet,49,THANGARAJ P,IND,358,,GEN,North
Jolarpet,49,SIVAKUMAR V C,Bahujan Samaj Party,316,,GEN,North
Jolarpet,49,SASI REKA Y,Makkal Arasial Katchi,270,,GEN,North
Jolarpet,49,CHENNA KESAVAN C,IND,216,,GEN,North
Jolarpet,49,KAVITHA C,IND,155,,GEN,North
Jolarpet,49,KRISHNAMOORTHY D,Makkal Nala Kazhagam,149,,GEN,North
Jolarpet,49,KAMATCHI S,IND,128,,GEN,North
Jolarpet,49,SANKAR T.K,Tamizhaga Vaazhvurimai Katchi,104,,GEN,North
Jolarpet,49,CHENRAYAN A,IND,99,,GEN,North
Jolarpet,49,VEERAMANI H,IND,86,,GEN,North
Jolarpet,49,KAVITHA T,IND,76,,GEN,North
Jolarpet,49,MOHANRAJ R,IND,69,,GEN,North
Tiruppattur,50,DR.THIRUPATHI. N,TVK,105098,,GEN,North
Tiruppattur,50,NALLATHAMBI. A,DMK,56835,,GEN,North
Tiruppattur,50,GNANASEKAR. A,AMMK,30003,,GEN,North
Tiruppattur,50,ARUMUGAM. V,NTK,5482,,GEN,North
Tiruppattur,50,RAJESH. S,Tamizhaga Vaazhvurimai Katchi,486,,GEN,North
Tiruppattur,50,NOTA,NOTA,464,,GEN,North
Tiruppattur,50,THIRUPATHI. N,IND,447,,GEN,North
Tiruppattur,50,VENKATESAN. K,IND,408,,GEN,North
Tiruppattur,50,SEKAR. N,All India Youth Development Party,387,,GEN,North
Tiruppattur,50,RAJIV GANDHI. S,Bahujan Samaj Party,361,,GEN,North
Tiruppattur,50,THIRUPATHI. C,IND,355,,GEN,North
Tiruppattur,50,VIJAYAKUMAR. G,Aanaithinthiya Jananayaka Pathukappu Kazhagam,345,,GEN,North
Tiruppattur,50,THIRUPATHI. S,IND,339,,GEN,North
Tiruppattur,50,RAGUJOSEPH. J,IND,308,,GEN,North
Tiruppattur,50,KALASTHIRI. S,All India Uzhavargal Uzhaippalargal Katchi,208,,GEN,North
Tiruppattur,50,GNANASEKARAN. R,IND,206,,GEN,North
Tiruppattur,50,NALLATHAMBI. R,IND,192,,GEN,North
Tiruppattur,50,SANKAR. S,IND,182,,GEN,North
Tiruppattur,50,DR.POOVALAGI. P,IND,139,,GEN,North
Tiruppattur,50,SATHIYAMOORTHY. S,Makkal Nala Kazhagam,136,,GEN,North
Tiruppattur,50,BALABHARATHI. S.V,IND,128,,GEN,North
Tiruppattur,50,GNANASEKARAN. M,IND,127,,GEN,North
Tiruppattur,50,MOHAN RAJ. R,IND,119,,GEN,North
Tiruppattur,50,ANJALI. M,IND,115,,GEN,North
Tiruppattur,50,GOVIND. T.G,IND,55,,GEN,North
Uthangarai,51,N ELAIYARAJA,TVK,70201,,SC,North
Uthangarai,51,T M  TAMILSELVAM,AIADMK,65003,,SC,North
Uthangarai,51,R KUPPUSAMY,INC,60993,,SC,North
Uthangarai,51,MEKALA,NTK,6629,,SC,North
Uthangarai,51,NOTA,NOTA,881,,SC,North
Uthangarai,51,K THAVARAJ,Tamizhaga Vaazhvurimai Katchi,291,,SC,North
Uthangarai,51,MUNIRAJ,IND,257,,SC,North
Uthangarai,51,KUMARAVEL,IND,247,,SC,North
Uthangarai,51,TAMILMANI,IND,241,,SC,North
Uthangarai,51,VIJIYAL,Aanaithinthiya Jananayaka Pathukappu Kazhagam,206,,SC,North
Uthangarai,51,BAKKIYARAJ R,IND,176,,SC,North
Uthangarai,51,A SAMRAJ,IND,155,,SC,North
Uthangarai,51,PALANI R,Thakkam Katchi,135,,SC,North
Uthangarai,51,RAMESHWARI,Bharat Jan Chikitsa Party,115,,SC,North
Bargur,52,E.C. GOVINDARASAN,AIADMK,71240,,GEN,North
Bargur,52,E. MURALIDHARAN,TVK,66999,,GEN,North
Bargur,52,D. MATHIAZHAGAN,DMK,65228,,GEN,North
Bargur,52,KAVINKUMAR. S,NTK,5462,,GEN,North
Bargur,52,D. SIVASANKARAN,Bahujan Samaj Party,708,,GEN,North
Bargur,52,A. SUDHAKAR,Republican Party of India (Athawale),698,,GEN,North
Bargur,52,NOTA,NOTA,631,,GEN,North
Bargur,52,S. ALBERT FRANCIS XAVIER,Tamizhaga Vaazhvurimai Katchi,607,,GEN,North
Bargur,52,MANI. K,All India Youth Development Party,524,,GEN,North
Bargur,52,MATHESH. R,IND,477,,GEN,North
Bargur,52,E.C. GOVINDARAJE,IND,345,,GEN,North
Bargur,52,M. NEDUNCHEZLIAN,Periyar Ambedkar Munnetra Kazhagam (PAMK),274,,GEN,North
Bargur,52,S. SASIKUMAR,IND,255,,GEN,North
Bargur,52,D. GOVINDARAJAN,IND,210,,GEN,North
Bargur,52,K. ANNADURAI,IND,159,,GEN,North
Bargur,52,ANITHA MAYAPERUMAL,IND,143,,GEN,North
Krishnagiri,53,MUKUNDHAN.P,TVK,89374,,GEN,North
Krishnagiri,53,ASHOKKUMAR.K,AIADMK,70530,,GEN,North
Krishnagiri,53,CHELLAKUMAR.A,INC,59597,,GEN,North
Krishnagiri,53,SUGANTHI,NTK,6398,,GEN,North
Krishnagiri,53,NOTA,NOTA,1136,,GEN,North
Krishnagiri,53,SIVAKUMAR.S,Bahujan Samaj Party,608,,GEN,North
Krishnagiri,53,SINGARAVELAN VISWANATHAN,Vishwa Tamil Kazhagam,535,,GEN,North
Krishnagiri,53,MUTHULAKSHMI VEERAPPAN,Tamizhaga Vaazhvurimai Katchi,366,,GEN,North
Krishnagiri,53,MANGAMMAL,Tamilar Makkal Katchi,336,,GEN,North
Krishnagiri,53,SIVAN.C,IND,285,,GEN,North
Krishnagiri,53,SRINIVASAN.K,IND,231,,GEN,North
Krishnagiri,53,VENKATESHRAJA.E,IND,168,,GEN,North
Krishnagiri,53,ADVOCATE.MUTHAIAH.S.,Thakkam Katchi,159,,GEN,North
Krishnagiri,53,KUMARESAN.M,IND,154,,GEN,North
Krishnagiri,53,CHANDRAMOHAN.K.M.,IND,154,,GEN,North
Krishnagiri,53,NANJUNDAN.M,IND,150,,GEN,North
Veppanahalli,54,SRINIVASAN.P.S,DMK,74691,,GEN,North
Veppanahalli,54,MUNUSAMY.K.P,AIADMK,74553,,GEN,North
Veppanahalli,54,SAMPANGI.S.R,TVK,63907,,GEN,North
Veppanahalli,54,NAGARAJ.R,NTK,4519,,GEN,North
Veppanahalli,54,NOTA,NOTA,1570,,GEN,North
Veppanahalli,54,IYAPPAN.L,Tamizhaga Vaazhvurimai Katchi,871,,GEN,North
Veppanahalli,54,VENKATESAN.C,IND,692,,GEN,North
Veppanahalli,54,RAMASAMY.G.C,IND,487,,GEN,North
Veppanahalli,54,MANOHARAN.K.A,IND,345,,GEN,North
Veppanahalli,54,YUVARAJ.K.P.U,IND,265,,GEN,North
Veppanahalli,54,SENTHILKUMAR.R,Tamil Nadu Ilangyar Katchi,215,,GEN,North
Veppanahalli,54,GOVINDARAJ.G.J,IND,185,,GEN,North
Veppanahalli,54,PRAJAPATHI VIJAY.C,Tamilar Makkal Katchi,156,,GEN,North
Veppanahalli,54,ESHWARAN.C,IND,152,,GEN,North
Hosur,55,BALAKRISHNAREDDY. P,AIADMK,109867,,GEN,North
Hosur,55,VENDARKARASAN.S,TVK,82064,,GEN,North
Hosur,55,SATHYA.S.A.,DMK,73773,,GEN,North
Hosur,55,STALIN.R,NTK,7632,,GEN,North
Hosur,55,NOTA,NOTA,1614,,GEN,North
Hosur,55,SURYA. Y,Republican Party of India (Athawale),1175,,GEN,North
Hosur,55,MASOOD.S,IND,292,,GEN,North
Hosur,55,RAJENDRAN.P,IND,271,,GEN,North
Hosur,55,PONNUMANI.R,Tamilar Makkal Katchi,240,,GEN,North
Hosur,55,MARIYA FRANCIS.S,IND,238,,GEN,North
Hosur,55,GANESH.M,IND,190,,GEN,North
Hosur,55,PATTABIRAMA. C,IND,176,,GEN,North
Hosur,55,DEVAPPA.Y,IND,135,,GEN,North
Hosur,55,DR.SHANMUGAM.A.R.,IND,103,,GEN,North
Thalli,56,RAMACHANDRAN. T,CPI,78283,,GEN,North
Thalli,56,DR.NAGESH KUMAR. C,BJP,73043,,GEN,North
Thalli,56,SURESH. G,TVK,45245,,GEN,North
Thalli,56,NARASIMMA REDDY ALIAS NARASIMMAN. R,NTK,4107,,GEN,North
Thalli,56,NOTA,NOTA,1550,,GEN,North
Thalli,56,AJITH. G,Tamizhaga Vaazhvurimai Katchi,1017,,GEN,North
Thalli,56,ASANRAJA. K,IND,701,,GEN,North
Thalli,56,JAGAN. M,IND,622,,GEN,North
Thalli,56,DEVAPPA. Y,IND,506,,GEN,North
Thalli,56,JAYARAM. N,Anna Makkal Katchi,424,,GEN,North
Thalli,56,KUMAR. D.J,IND,380,,GEN,North
Palacodu,57,ANBALAGAN. K.P.,AIADMK,102807,,GEN,North
Palacodu,57,GOPI. R.,TVK,63765,,GEN,North
Palacodu,57,DR. DNV SENTHILKUMAR. S.,DMK,50043,,GEN,North
Palacodu,57,BOOPATHI. R.,NTK,5598,,GEN,North
Palacodu,57,NOTA,NOTA,1292,,GEN,North
Palacodu,57,RAMAN. M.,IND,358,,GEN,North
Palacodu,57,MADHAPPAN. P.,IND,283,,GEN,North
Palacodu,57,PERUMAL MUNUSAMY. M.,IND,223,,GEN,North
Palacodu,57,RAMESH. P.,Naadaalum Makkal Katchi,179,,GEN,North
Palacodu,57,PALANIYAMMAL. M.,Tamilar Makkal Katchi,155,,GEN,North
Palacodu,57,SENTHILKUMAR. G.,IND,145,,GEN,North
Palacodu,57,JAYARAMAN PERUMAL. P.,Tamizhaga Vaazhvurimai Katchi,118,,GEN,North
Palacodu,57,SENTHILKUMAR. K,IND,116,,GEN,North
Palacodu,57,CHINNASAMY. N.,IND,114,,GEN,North
Palacodu,57,KRISHNAN. L.,IND,61,,GEN,North
Pennagaram,58,GAJENDRAN. S.,TVK,81240,,GEN,North
Pennagaram,58,SELVAM. V.,PMK,78075,,GEN,North
Pennagaram,58,G. K. M. TAMILKUMARAN,INC,53901,,GEN,North
Pennagaram,58,PALANIYAMMAL. T.,NTK,7358,,GEN,North
Pennagaram,58,NOTA,NOTA,674,,GEN,North
Pennagaram,58,THAVAMANI. C.,Tamizhaga Vaazhvurimai Katchi,628,,GEN,North
Pennagaram,58,AJITH KUMAR. S.,Bahujan Samaj Party,557,,GEN,North
Pennagaram,58,KANNAN. K.,Tamilar Makkal Katchi,546,,GEN,North
Pennagaram,58,POOMANI. P.,IND,533,,GEN,North
Pennagaram,58,ARUNKUMAR. G.,IND,501,,GEN,North
Pennagaram,58,ANNAMALAI. M.,IND,480,,GEN,North
Pennagaram,58,SAKTHIVEL. M.,IND,480,,GEN,North
Pennagaram,58,GNANASELVAM. S.,IND,463,,GEN,North
Pennagaram,58,THIRUMURUGAN. P.,Naadaalum Makkal Katchi,429,,GEN,North
Pennagaram,58,TAMILARASAN. M.,IND,400,,GEN,North
Pennagaram,58,ELAVARSAN. A.,IND,367,,GEN,North
Pennagaram,58,MANOHARAN. K. A.,IND,364,,GEN,North
Pennagaram,58,VILKRISHNAN. R.,IND,356,,GEN,North
Pennagaram,58,VEERAPPAN. M.,IND,347,,GEN,North
Pennagaram,58,SENDRAYAN. G.,IND,293,,GEN,North
Pennagaram,58,TAMILSELVI. S.,IND,263,,GEN,North
Pennagaram,58,MANIVANNAN. S.,IND,209,,GEN,North
Pennagaram,58,SELVAM. V.,IND,202,,GEN,North
Dharmapuri,59,SOWMIYA ANBUMANI,PMK,93713,,GEN,North
Dharmapuri,59,SIVAN. M.,TVK,72817,,GEN,North
Dharmapuri,59,DR. ELANGOVAN. V.,DMDK,56905,,GEN,North
Dharmapuri,59,SHANTHALAKSHMI. K.,NTK,6758,,GEN,North
Dharmapuri,59,SARAVANAN. A.,Aanaithinthiya Jananayaka Pathukappu Kazhagam,1078,,GEN,North
Dharmapuri,59,SARAVANAN. G.,IND,983,,GEN,North
Dharmapuri,59,NOTA,NOTA,941,,GEN,North
Dharmapuri,59,PRASANTH. DBJ.,Tamizhaga Vaazhvurimai Katchi,821,,GEN,North
Dharmapuri,59,THIRUPATHI. M.,IND,763,,GEN,North
Dharmapuri,59,MANIKANDAN. S.,Vishwa Tamil Kazhagam,710,,GEN,North
Dharmapuri,59,NAGARAJAN. D.,IND,619,,GEN,North
Dharmapuri,59,MADHU. P.,Naadaalum Makkal Katchi,505,,GEN,North
Dharmapuri,59,SIVAGAMI. G.,Tamilar Makkal Katchi,382,,GEN,North
Dharmapuri,59,SIVAN. A.,IND,372,,GEN,North
Dharmapuri,59,KUMAR. V.,IND,353,,GEN,North
Dharmapuri,59,ARUMUGAM. MUNI.,IND,215,,GEN,North
Dharmapuri,59,SUNDARAMOORTHY. M.,IND,192,,GEN,North
Dharmapuri,59,PALANI. K.,IND,178,,GEN,North
Dharmapuri,59,SIVAM. R.,IND,166,,GEN,North
Dharmapuri,59,PRABHAKARAN. M.,IND,108,,GEN,North
Pappireddipatti,60,MARAGATHAM VETRIVEL,AIADMK,101829,,GEN,North
Pappireddipatti,60,PALANIAPPAN. P,DMK,68715,,GEN,North
Pappireddipatti,60,THILAGAVATHI. S,TVK,57619,,GEN,North
Pappireddipatti,60,ARCHANA TAMILARUVI,NTK,5216,,GEN,North
Pappireddipatti,60,GANESAN. S,Vishwa Tamil Kazhagam,770,,GEN,North
Pappireddipatti,60,NOTA,NOTA,677,,GEN,North
Pappireddipatti,60,MURUGAN. S,IND,327,,GEN,North
Pappireddipatti,60,PALANIAPPAN. R,IND,315,,GEN,North
Pappireddipatti,60,MOORTHI. P,IND,302,,GEN,North
Pappireddipatti,60,CHENNAKRISHNAN. V,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,243,,GEN,North
Pappireddipatti,60,JAMUNARANI. M,Naadaalum Makkal Katchi,187,,GEN,North
Pappireddipatti,60,TAMILRAJ. K,IND,146,,GEN,North
Pappireddipatti,60,POOVARASU,Tamilar Makkal Katchi,121,,GEN,North
Pappireddipatti,60,CHINNASAMY. P,IND,78,,GEN,North
Pappireddipatti,60,SATHISH. S,IND,76,,GEN,North
Harur,61,SAMPATHKUMAR. V,AIADMK,75523,,SC,North
Harur,61,SHANMUGAM. A,DMK,72194,,SC,North
Harur,61,RAKESH. K,TVK,62756,,SC,North
Harur,61,ANITHA. A,NTK,5245,,SC,North
Harur,61,NOTA,NOTA,782,,SC,North
Harur,61,NEHRU. G,Bahujan Samaj Party,696,,SC,North
Harur,61,MARIKANNU. C,Republican Party of India (Athawale),652,,SC,North
Harur,61,KARUTHAMMAL. S,Naadaalum Makkal Katchi,487,,SC,North
Harur,61,PARTHIPAN. P,IND,445,,SC,North
Harur,61,THANGAVEL. K,IND,441,,SC,North
Harur,61,SAMPATH. C,IND,217,,SC,North
Harur,61,MANILA. S,Tamizhaga Vaazhvurimai Katchi,213,,SC,North
Harur,61,VENKATESH (A) DR. V.K. SWAMY,Bharat Jan Chikitsa Party,161,,SC,North
Harur,61,KUPPURAJ. K,Tamilar Makkal Katchi,120,,SC,North
Harur,61,SAMPATH. K,IND,110,,SC,North
Chengam,62,S.VELU,AIADMK,87802,,SC,North
Chengam,62,K BHARATHIDHASAN,TVK,74524,,SC,North
Chengam,62,M.P.GIRI,DMK,70346,,SC,North
Chengam,62,J.SHOBA,NTK,6335,,SC,North
Chengam,62,NOTA,NOTA,1114,,SC,North
Chengam,62,C SELVAN,Republican Party of India (Athawale),895,,SC,North
Chengam,62,A.BHARATHI,IND,400,,SC,North
Chengam,62,K.VELU,IND,394,,SC,North
Chengam,62,A POONGODI,IND,197,,SC,North
Chengam,62,A.CHIDAMBARAM,IND,173,,SC,North
Chengam,62,M.RAMAN MASILAMANI,IND,156,,SC,North
Chengam,62,K MANIKANDAN,Makkal Sananayaga Kudiyarasu Katchi,149,,SC,North
Chengam,62,M.MUGILARASAN,IND,137,,SC,North
Chengam,62,P.SELVAM,IND,120,,SC,North
Chengam,62,C.MALATHI,Tamizhaga Vaazhvurimai Katchi,84,,SC,North
Chengam,62,D DHILIPKUMAR,IND,71,,SC,North
Tiruvannamalai,63,VELU. E.V,DMK,88273,,GEN,North
Tiruvannamalai,63,ARUL ARUMUGAM,TVK,85818,,GEN,North
Tiruvannamalai,63,ELUMALAI. C,BJP,34280,,GEN,North
Tiruvannamalai,63,VIGNESH. S,NTK,6011,,GEN,North
Tiruvannamalai,63,NOTA,NOTA,785,,GEN,North
Tiruvannamalai,63,BENNY RAJAN. C.J,Republican Party of India (Athawale),627,,GEN,North
Tiruvannamalai,63,SALAM .M,IND,474,,GEN,North
Tiruvannamalai,63,ELUMALAI. A S/O ARUMUGAM,IND,356,,GEN,North
Tiruvannamalai,63,ARUL. K,IND,325,,GEN,North
Tiruvannamalai,63,KOTHANDAPANI. B,IND,284,,GEN,North
Tiruvannamalai,63,RAJ. S,Bahujan Samaj Party,281,,GEN,North
Tiruvannamalai,63,VIJAYAKUMAR. S,Naadaalum Makkal Katchi,277,,GEN,North
Tiruvannamalai,63,KANNAN. P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,256,,GEN,North
Tiruvannamalai,63,PALANI. N,IND,219,,GEN,North
Tiruvannamalai,63,ANANTH. A. M,IND,212,,GEN,North
Tiruvannamalai,63,ADHITHYA PALANISAMY. A,IND,188,,GEN,North
Tiruvannamalai,63,ARUL ANAND. V,IND,169,,GEN,North
Tiruvannamalai,63,NAKKIRAN. A,Thamizhaka Padaippalar Makkal Katchi,135,,GEN,North
Tiruvannamalai,63,ELUMALAI. C  S/O CHINNAKUZHANTHAI,IND,130,,GEN,North
Tiruvannamalai,63,RAMESH. V,IND,129,,GEN,North
Tiruvannamalai,63,MALLI. S,Tamizhaga Vaazhvurimai Katchi,122,,GEN,North
Tiruvannamalai,63,VIGNESH. M,IND,93,,GEN,North
Tiruvannamalai,63,RAJA. V,IND,91,,GEN,North
Tiruvannamalai,63,ELUMALAI. C S/O CHINNARASU,IND,87,,GEN,North
Tiruvannamalai,63,VELU. V,Anti Corruption Dynamic Party,81,,GEN,North
Tiruvannamalai,63,MAHESWARI. R,IND,77,,GEN,North
Tiruvannamalai,63,VENKATESAN. M,IND,66,,GEN,North
Tiruvannamalai,63,MARIKKANNU. E,IND,61,,GEN,North
Tiruvannamalai,63,ANBALAGAN. M,IND,59,,GEN,North
Tiruvannamalai,63,VELU. K,IND,58,,GEN,North
Tiruvannamalai,63,MOORTHY. P,IND,42,,GEN,North
Kilpennathur,64,RAMACHANDRAN.S,AIADMK,90503,,GEN,North
Kilpennathur,64,PITCHANDI.K,DMK,60038,,GEN,North
Kilpennathur,64,RAJA.D,TVK,59130,,GEN,North
Kilpennathur,64,LOGANATHAN.V,NTK,6184,,GEN,North
Kilpennathur,64,PICHANDI.R,IND,604,,GEN,North
Kilpennathur,64,PICHANDI.D,IND,533,,GEN,North
Kilpennathur,64,NOTA,NOTA,440,,GEN,North
Kilpennathur,64,PICHANDI.V,IND,302,,GEN,North
Kilpennathur,64,RAJASEKAR.P,Tamizhaga Vaazhvurimai Katchi,295,,GEN,North
Kilpennathur,64,DHILIPKUMAR.D,IND,260,,GEN,North
Kilpennathur,64,JANAKIRAMAN.R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,228,,GEN,North
Kilpennathur,64,RAJKUMAR.R,IND,179,,GEN,North
Kilpennathur,64,SHANMUGAM.A,Thamizhaka Padaippalar Makkal Katchi,165,,GEN,North
Kilpennathur,64,SAMPATHRAJ.M,IND,155,,GEN,North
Kilpennathur,64,SURYAPRAKASH.S,IND,146,,GEN,North
Kilpennathur,64,RAJASEKAR.I,IND,143,,GEN,North
Kilpennathur,64,LOKESHWARAN.R,Anti Corruption Dynamic Party,130,,GEN,North
Kilpennathur,64,SANTHOSHKUMAR.E,IND,76,,GEN,North
Kilpennathur,64,RAMACHANDRAN.K,IND,65,,GEN,North
Kilpennathur,64,SASIKUMAR.S,IND,62,,GEN,North
Kilpennathur,64,MURUGAN.M,IND,47,,GEN,North
Kilpennathur,64,ATHIYAMAAN.M,IND,45,,GEN,North
Kilpennathur,64,RAMACHANDRAN.K,IND,33,,GEN,North
Kilpennathur,64,RAMACHANDIRAN.R,IND,27,,GEN,North
Kalasapakkam,65,AGRI KRISHNAMURTHY. S S,AIADMK,89629,,GEN,North
Kalasapakkam,65,SARAVANAN. P.S.T,DMK,62889,,GEN,North
Kalasapakkam,65,ELUMALAI. P,TVK,51666,,GEN,North
Kalasapakkam,65,SEETHA SIVANANDAM. P,NTK,5312,,GEN,North
Kalasapakkam,65,SANTHAKUMARAN. A,IND,697,,GEN,North
Kalasapakkam,65,DEIVEEGAN. P,IND,654,,GEN,North
Kalasapakkam,65,KRISHNAMURTHY. R,IND,576,,GEN,North
Kalasapakkam,65,BALAJI. P,IND,433,,GEN,North
Kalasapakkam,65,NOTA,NOTA,423,,GEN,North
Kalasapakkam,65,SARAVANAN. K,IND,405,,GEN,North
Kalasapakkam,65,SATHYA. V,Naadaalum Makkal Katchi,245,,GEN,North
Kalasapakkam,65,KAMARAJ. G,IND,198,,GEN,North
Kalasapakkam,65,KOTHANDAPANI. B,IND,175,,GEN,North
Kalasapakkam,65,RAJA. N,IND,156,,GEN,North
Kalasapakkam,65,MANIKANDAN. K,IND,147,,GEN,North
Kalasapakkam,65,KRISHNAMURTHY. M,IND,105,,GEN,North
Kalasapakkam,65,SARAVANAN. V,Tamizhaga Vaazhvurimai Katchi,102,,GEN,North
Kalasapakkam,65,SUMAN. M,Aanaithinthiya Jananayaka Pathukappu Kazhagam,91,,GEN,North
Kalasapakkam,65,BASKARAN. R,IND,75,,GEN,North
Kalasapakkam,65,KRISHNAMURTHY. S,IND,66,,GEN,North
Kalasapakkam,65,ELUMALAI. S,IND,46,,GEN,North
Kalasapakkam,65,ELUMALAI. T,IND,37,,GEN,North
Polur,66,ABISHEK. R,TVK,67961,,GEN,North
Polur,66,SARAVANAN. P,DMDK,67734,,GEN,North
Polur,66,BASKARAN. C. R,PMK,61444,,GEN,North
Polur,66,UMADEVI. A,NTK,6425,,GEN,North
Polur,66,PURUSOTHAMAN. M,IND,1674,,GEN,North
Polur,66,DHAVAMANI. P,Anti Corruption Dynamic Party,1328,,GEN,North
Polur,66,SHANMUGAVELU. A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,970,,GEN,North
Polur,66,BASKARAN. C,IND,908,,GEN,North
Polur,66,BANUPRIYA. D,Republican Party of India (Athawale),869,,GEN,North
Polur,66,NOTA,NOTA,798,,GEN,North
Polur,66,SUBHA. A,IND,425,,GEN,North
Polur,66,SARAVANAN. P,IND,349,,GEN,North
Polur,66,MANIKANDAN. R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,319,,GEN,North
Polur,66,SYED MUKRAM. R. N,Tamizhaga Vaazhvurimai Katchi,251,,GEN,North
Polur,66,EZHIL ARASU. M M.A. L.L.M.,IND,150,,GEN,North
Polur,66,SARAVANAN. M,IND,138,,GEN,North
Arani,67,JAYASUDHA. L,AIADMK,76735,,GEN,North
Arani,67,MAHALAKSHMI GOVARTHANAN,DMK,71104,,GEN,North
Arani,67,VENKATESH KUMAR. D,TVK,70857,,GEN,North
Arani,67,DHAVAMANI. R,NTK,6888,,GEN,North
Arani,67,NOTA,NOTA,707,,GEN,North
Arani,67,BASKARAN. S,IND,424,,GEN,North
Arani,67,DHAMOTHARAN. M,IND,387,,GEN,North
Arani,67,MAHALAKSHMI. G,IND,359,,GEN,North
Arani,67,GANAPATHY. S,Thamizhaka Padaippalar Makkal Katchi,358,,GEN,North
Arani,67,KALAIMANI. V,Aanaithinthiya Jananayaka Pathukappu Kazhagam,292,,GEN,North
Arani,67,SUDHA. S,IND,257,,GEN,North
Arani,67,SARAVANAN. S,IND,229,,GEN,North
Arani,67,SILAMBARASAN. C,IND,202,,GEN,North
Arani,67,SAKTHIVEL. S,IND,184,,GEN,North
Arani,67,SETHURAMA SASTHRI. G,IND,178,,GEN,North
Arani,67,TAMILMANNAN. D,Samaniya Makkal Nala Katchi,164,,GEN,North
Arani,67,EKAMBARAM. V,IND,154,,GEN,North
Arani,67,SURESH. S,Tamizhaga Vaazhvurimai Katchi,143,,GEN,North
Arani,67,MAHALAKSHMI. G,IND,117,,GEN,North
Arani,67,AMMU. V,IND,104,,GEN,North
Arani,67,JAYANTHI. M,IND,90,,GEN,North
Arani,67,SELVAKOTTI. E,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,68,,GEN,North
Arani,67,JAYANTHI. E,IND,60,,GEN,North
Arani,67,VENKATESAN. P,IND,53,,GEN,North
Arani,67,VINOTH. A,IND,48,,GEN,North
